SALE DATE,RECEIPT NO,ORDERTYPE NAME,ITEM NAME,CATEGORY NAME,COST PRICE,SELLING PRICE,ITEM QUANTITY,ITEM AMOUNT,TAX AMOUNT,LOCATION,EXPECTED_REVENUE,REVENUE_LEAKAGE,TOTAL_COST,TRUE_PROFIT,IS_DEFECT,IS_SYSTEM_ERROR,Sigma_Level,Yield,Defect_Count
2020-03-06,LN14,On Shop, Jeans - Lega,Casual Wear,5450,5650,1,1000,0,Hyderabad,5650,4650,5450,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN20,On Shop, T-shirt,Semi Formal,5053,5253,1,600,0,Bangalore,5253,4653,5053,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN21,On Shop, Jeans - Levis,Casual Wear,2218,2418,1,1100,0,Chennai,2418,1318,2218,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN22,On Shop, Jeans - Zara,Casual Wear,15287,15487,3,2700,0,Bangalore,46461,43761,45861,600,False,True,5.219016485455709,1.0,1
2020-03-06,LN23,On Shop, Jeans - Levis,Casual Wear,1574,1774,1,1100,0,Hyderabad,1774,674,1574,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN23,On Shop, T-shirt,Semi Formal,8282,8482,1,600,0,Hyderabad,8482,7882,8282,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN24,On Shop, Jeans - Denim,Casual Wear,7061,7261,1,900,0,Hyderabad,7261,6361,7061,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN24,On Shop, T-shirt,Semi Formal,15953,16153,1,600,0,Chennai,16153,15553,15953,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN24,On Shop, T-shirt,Semi Formal,2199,2399,1,600,0,Bangalore,2399,1799,2199,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN25,On Shop, Jeans - Denim,Casual Wear,6749,6949,3,2700,0,Chennai,20847,18147,20247,600,False,True,5.219016485455709,1.0,1
2020-03-06,LN26,On Shop, T-shirt,Semi Formal,16092,16292,1,600,0,Hyderabad,16292,15692,16092,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN26,On Shop, Shirt - PE,Semi Formal,12618,12818,1,800,0,Hyderabad,12818,12018,12618,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN27,On Shop, T-shirt,Semi Formal,17690,17890,1,600,0,Bangalore,17890,17290,17690,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN27,On Shop, Jeans - Levis,Casual Wear,13225,13425,1,1100,0,Bangalore,13425,12325,13225,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN27,On Shop, Jeans - Zara,Casual Wear,9585,9785,1,900,0,Hyderabad,9785,8885,9585,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN28,On Shop, Jeans - Levis,Casual Wear,6426,6626,1,1100,0,Chennai,6626,5526,6426,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN20,On Shop, T-shirt,Semi Formal,17153,17353,1,600,0,Bangalore,17353,16753,17153,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN14,On Shop, Jeans - Levis,Casual Wear,9125,9325,1,1100,0,Chennai,9325,8225,9125,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN20,On Shop, Jeans - Denim,Casual Wear,6202,6402,1,900,0,Bangalore,6402,5502,6202,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN19,On Shop, T-shirt,Semi Formal,11288,11488,1,600,0,Bangalore,11488,10888,11288,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN15,On Shop, Jeans - Denim,Casual Wear,13967,14167,1,900,0,Hyderabad,14167,13267,13967,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN15,On Shop, Jeans - Levis,Casual Wear,2508,2708,1,1100,0,Bangalore,2708,1608,2508,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN15,On Shop, Jeans - Denim,Casual Wear,14676,14876,1,900,0,Bangalore,14876,13976,14676,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN16,On Shop, Jeans - Levis,Casual Wear,2049,2249,1,1100,0,Bangalore,2249,1149,2049,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN16,On Shop, Shirt - PE,Semi Formal,10083,10283,1,800,0,Bangalore,10283,9483,10083,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN17,On Shop, Jeans - Zara,Casual Wear,9845,10045,1,900,0,Hyderabad,10045,9145,9845,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN17,On Shop, Jeans - Levis,Casual Wear,11497,11697,1,1100,0,Chennai,11697,10597,11497,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN17,On Shop, Shirt - PE,Semi Formal,6381,6581,1,800,0,Chennai,6581,5781,6381,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN17,On Shop, Jeans - Lega,Casual Wear,13529,13729,1,1000,0,Chennai,13729,12729,13529,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN17,On Shop, Shirt - PE,Semi Formal,3739,3939,1,800,0,Chennai,3939,3139,3739,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN17,On Shop, T-shirt,Semi Formal,4344,4544,1,600,0,Chennai,4544,3944,4344,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN17,On Shop, Jeans - Denim,Casual Wear,16206,16406,1,900,0,Bangalore,16406,15506,16206,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN17,On Shop, Jeans - Levis,Casual Wear,6780,6980,1,1100,0,Chennai,6980,5880,6780,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN18,On Shop, Jeans - Denim,Casual Wear,6233,6433,1,900,0,Hyderabad,6433,5533,6233,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN19,On Shop, T-shirt,Semi Formal,5311,5511,1,600,0,Chennai,5511,4911,5311,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN19,On Shop, T-shirt,Semi Formal,3522,3722,1,600,0,Chennai,3722,3122,3522,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN18,On Shop, Jeans - Lega,Casual Wear,5718,5918,1,1000,0,Hyderabad,5918,4918,5718,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN7,On Shop, Jeans - Zara,Casual Wear,18014,18214,1,900,0,Chennai,18214,17314,18014,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN27,On Shop, Jeans - Levis,Casual Wear,1047,1247,1,1247,0,Bangalore,1247,0,1047,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN18,On Shop, Jeans - Lega,Casual Wear,16041,16241,1,16241,0,Bangalore,16241,0,16041,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN17,On Shop, Jeans - Levis,Casual Wear,10364,10564,1,10564,0,Hyderabad,10564,0,10364,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN17,On Shop, Jeans - Denim,Casual Wear,16220,16420,1,16420,0,Chennai,16420,0,16220,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN17,On Shop, T-shirt,Semi Formal,9542,9742,1,9742,0,Chennai,9742,0,9542,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN17,On Shop, Shirt - PE,Semi Formal,18587,18787,1,18787,0,Bangalore,18787,0,18587,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN17,On Shop, Jeans - Lega,Casual Wear,1469,1669,1,1669,0,Bangalore,1669,0,1469,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN17,On Shop, Shirt - PE,Semi Formal,7561,7761,1,7761,0,Hyderabad,7761,0,7561,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN26,On Shop, Shirt - PE,Semi Formal,10346,10546,1,10546,0,Bangalore,10546,0,10346,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN17,On Shop, Jeans - Zara,Casual Wear,10510,10710,1,10710,0,Hyderabad,10710,0,10510,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN16,On Shop, Shirt - PE,Semi Formal,2717,2917,2,5834,0,Hyderabad,5834,0,5434,400,False,False,5.219016485455709,1.0,0
2020-03-06,LN16,On Shop, Shirt - PE,Semi Formal,14572,14772,1,14772,0,Bangalore,14772,0,14572,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN16,On Shop, Jeans - Levis,Casual Wear,13329,13529,1,13529,0,Bangalore,13529,0,13329,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN15,On Shop, Jeans - Denim,Casual Wear,3529,3729,1,3729,0,Bangalore,3729,0,3529,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN15,On Shop, Jeans - Levis,Casual Wear,4477,4677,1,4677,0,Bangalore,4677,0,4477,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN15,On Shop, Jeans - Denim,Casual Wear,13512,13712,2,27424,0,Bangalore,27424,0,27024,400,False,False,5.219016485455709,1.0,0
2020-03-06,LN15,On Shop, Jeans - Denim,Casual Wear,14957,15157,1,15157,0,Bangalore,15157,0,14957,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN14,On Shop, Jeans - Lega,Casual Wear,18235,18435,1,18435,0,Bangalore,18435,0,18235,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN18,On Shop, Jeans - Denim,Casual Wear,2140,2340,1,2340,0,Chennai,2340,0,2140,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN14,On Shop, Jeans - Levis,Casual Wear,11300,11500,1,11500,0,Bangalore,11500,0,11300,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN18,On Shop, Jeans - Levis,Casual Wear,17912,18112,2,36224,0,Bangalore,36224,0,35824,400,False,False,5.219016485455709,1.0,0
2020-03-06,LN19,On Shop, T-shirt,Semi Formal,5423,5623,1,5623,0,Hyderabad,5623,0,5423,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN27,On Shop, T-shirt,Semi Formal,9153,9353,1,9353,0,Bangalore,9353,0,9153,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN25,On Shop, Jeans - Denim,Casual Wear,13217,13417,3,40251,0,Bangalore,40251,0,39651,600,False,False,5.219016485455709,1.0,0
2020-03-06,LN27,On Shop, Jeans - Zara,Casual Wear,5412,5612,1,5612,0,Chennai,5612,0,5412,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN28,On Shop, Jeans - Levis,Casual Wear,12343,12543,1,12543,0,Chennai,12543,0,12343,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN29,On Shop, Jeans - Levis,Casual Wear,5822,6022,1,6022,0,Hyderabad,6022,0,5822,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN24,On Shop, T-shirt,Semi Formal,3606,3806,1,3806,0,Hyderabad,3806,0,3606,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN24,On Shop, T-shirt,Semi Formal,2224,2424,1,2424,0,Chennai,2424,0,2224,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN24,On Shop, Jeans - Denim,Casual Wear,602,802,1,802,0,Hyderabad,802,0,602,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN23,On Shop, T-shirt,Semi Formal,14628,14828,1,14828,0,Bangalore,14828,0,14628,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN23,On Shop, Jeans - Levis,Casual Wear,7349,7549,1,7549,0,Chennai,7549,0,7349,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN22,On Shop, Jeans - Levis,Casual Wear,13249,13449,2,26898,0,Hyderabad,26898,0,26498,400,False,False,5.219016485455709,1.0,0
2020-03-06,LN22,On Shop, Jeans - Zara,Casual Wear,4376,4576,3,13728,0,Bangalore,13728,0,13128,600,False,False,5.219016485455709,1.0,0
2020-03-06,LN21,On Shop, Jeans - Levis,Casual Wear,10909,11109,1,11109,0,Bangalore,11109,0,10909,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN20,On Shop, T-shirt,Semi Formal,4691,4891,1,4891,0,Hyderabad,4891,0,4691,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN20,On Shop, T-shirt,Semi Formal,14561,14761,1,14761,0,Chennai,14761,0,14561,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN20,On Shop, Jeans - Denim,Casual Wear,2541,2741,1,2741,0,Hyderabad,2741,0,2541,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN19,On Shop, T-shirt,Semi Formal,6671,6871,1,6871,0,Chennai,6871,0,6671,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN19,On Shop, T-shirt,Semi Formal,9551,9751,1,9751,0,Chennai,9751,0,9551,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN14,On Shop, Jeans - Lega,Casual Wear,2759,2959,1,2959,0,Hyderabad,2959,0,2759,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN17,On Shop, Jeans - Levis,Casual Wear,16528,16728,1,16728,0,Hyderabad,16728,0,16528,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN12,On Shop, Jeans - Levis,Casual Wear,18794,18994,1,18994,0,Bangalore,18994,0,18794,200,False,False,5.219016485455709,1.0,0
2020-03-06,BL15,Online Order, Jeans - Denim,Casual Wear,3437,3637,1,3637,0,Bangalore,3637,0,3437,200,False,False,5.219016485455709,1.0,0
2020-03-06,BL14,Online Order, Jeans - Levis,Casual Wear,10598,10798,1,10798,0,Hyderabad,10798,0,10598,200,False,False,5.219016485455709,1.0,0
2020-03-06,BL14,Online Order, Jeans - Denim,Casual Wear,4489,4689,1,4689,0,Chennai,4689,0,4489,200,False,False,5.219016485455709,1.0,0
2020-03-06,BL14,Online Order, Jeans - Denim,Casual Wear,13620,13820,1,13820,0,Chennai,13820,0,13620,200,False,False,5.219016485455709,1.0,0
2020-03-06,BL14,Online Order, Jeans - Denim,Casual Wear,16618,16818,2,33636,0,Hyderabad,33636,0,33236,400,False,False,5.219016485455709,1.0,0
2020-03-06,BL13,Online Order, Jeans - Denim,Casual Wear,1884,2084,1,2084,0,Chennai,2084,0,1884,200,False,False,5.219016485455709,1.0,0
2020-03-06,BL13,Online Order, Jeans - Denim,Casual Wear,11194,11394,1,11394,0,Bangalore,11394,0,11194,200,False,False,5.219016485455709,1.0,0
2020-03-06,BL13,On Shop, Jeans - Denim,Casual Wear,11588,11788,1,11788,0,Chennai,11788,0,11588,200,False,False,5.219016485455709,1.0,0
2020-03-06,BL13,On Shop, Jeans - Levis,Casual Wear,6952,7152,1,7152,0,Chennai,7152,0,6952,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN13,On Shop, Jeans - Lega,Casual Wear,2257,2457,1,2457,0,Hyderabad,2457,0,2257,200,False,False,5.219016485455709,1.0,0
2020-03-06,BL12,On Shop, Jeans - Levis,Casual Wear,18105,18305,2,36610,0,Chennai,36610,0,36210,400,False,False,5.219016485455709,1.0,0
2020-03-06,BL12,On Shop, Jeans - Levis,Casual Wear,3454,3654,1,3654,0,Bangalore,3654,0,3454,200,False,False,5.219016485455709,1.0,0
2020-03-06,BL12,On Shop, Jeans - Levis,Casual Wear,17786,17986,1,17986,0,Bangalore,17986,0,17786,200,False,False,5.219016485455709,1.0,0
2020-03-06,BL12,On Shop, Jeans - Levis,Casual Wear,6327,6527,1,6527,0,Chennai,6527,0,6327,200,False,False,5.219016485455709,1.0,0
2020-03-06,BL12,On Shop, Jeans - Levis,Casual Wear,4182,4382,1,4382,0,Hyderabad,4382,0,4182,200,False,False,5.219016485455709,1.0,0
2020-03-06,BL11,On Shop, Jeans - Levis,Casual Wear,5768,5968,1,5968,0,Chennai,5968,0,5768,200,False,False,5.219016485455709,1.0,0
2020-03-06,BL11,On Shop, Jeans - Levis,Casual Wear,17028,17228,1,17228,0,Chennai,17228,0,17028,200,False,False,5.219016485455709,1.0,0
2020-03-06,BL15,Online Order, Jeans - Levis,Casual Wear,8456,8656,2,17312,0,Bangalore,17312,0,16912,400,False,False,5.219016485455709,1.0,0
2020-03-06,BL15,Online Order, Jeans - Levis,Casual Wear,16638,16838,1,16838,0,Hyderabad,16838,0,16638,200,False,False,5.219016485455709,1.0,0
2020-03-06,BL13,On Shop, Jeans - Levis,Casual Wear,16460,16660,1,16660,0,Bangalore,16660,0,16460,200,False,False,5.219016485455709,1.0,0
2020-03-06,BL16,On Shop, Jeans - Denim,Casual Wear,17028,17228,1,17228,0,Bangalore,17228,0,17028,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN12,On Shop, Jeans - Levis,Casual Wear,4161,4361,1,4361,0,Bangalore,4361,0,4161,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN12,On Shop, Jeans - Denim,Casual Wear,635,835,1,835,0,Hyderabad,835,0,635,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN6,On Shop, Jeans - Denim,Casual Wear,9863,10063,1,900,0,Chennai,10063,9163,9863,200,False,True,5.219016485455709,1.0,1
2020-03-06,LN12,On Shop, Jeans - Denim,Casual Wear,10650,10850,1,10850,0,Bangalore,10850,0,10650,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN12,On Shop, Jeans - Denim,Casual Wear,17080,17280,1,17280,0,Bangalore,17280,0,17080,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN11,On Shop, Jeans - Zara,Casual Wear,3164,3364,1,3364,0,Hyderabad,3364,0,3164,200,False,False,5.219016485455709,1.0,0
2020-03-06,BL16,On Shop, Jeans - Denim,Casual Wear,17100,17300,1,17300,0,Chennai,17300,0,17100,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN10,On Shop, Jeans - Zara,Casual Wear,6487,6687,1,6687,0,Hyderabad,6687,0,6487,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN10,On Shop, Jeans - Zara,Casual Wear,3205,3405,1,3405,0,Bangalore,3405,0,3205,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN26,On Shop, T-shirt,Semi Formal,10385,10585,1,10585,0,Chennai,10585,0,10385,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN8,On Shop, Jeans - Zara,Casual Wear,16934,17134,1,17134,0,Hyderabad,17134,0,16934,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN7,On Shop, Jeans - Levis,Casual Wear,17097,17297,1,17297,0,Chennai,17297,0,17097,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN7,On Shop, Jeans - Zara,Casual Wear,12237,12437,1,12437,0,Hyderabad,12437,0,12237,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN6,On Shop, Jeans - Denim,Casual Wear,13292,13492,1,13492,0,Hyderabad,13492,0,13292,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN5,On Shop, Jeans - Zara,Casual Wear,12595,12795,1,12795,0,Bangalore,12795,0,12595,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN9,On Shop, Jeans - Zara,Casual Wear,11080,11280,1,11280,0,Bangalore,11280,0,11080,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN5,On Shop, Jeans - Levis,Casual Wear,4773,4973,1,4973,0,Chennai,4973,0,4773,200,False,False,5.219016485455709,1.0,0
2020-03-06,BL16,On Shop, Jeans - Zara,Casual Wear,5072,5272,1,5272,0,Bangalore,5272,0,5072,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN7,On Shop, Jeans - Levis,Casual Wear,4022,4222,1,4222,0,Hyderabad,4222,0,4022,200,False,False,5.219016485455709,1.0,0
2020-03-06,LN5,On Shop, Jeans - Levis,Casual Wear,4809,5009,1,5009,0,Chennai,5009,0,4809,200,False,False,5.219016485455709,1.0,0
2020-03-07,BL23,On Shop, shirt,Formal,12679,12879,1,850,0,Chennai,12879,12029,12679,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL25,On Shop, shirt,Formal,1561,1761,1,850,0,Bangalore,1761,911,1561,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL24,On Shop, shirt,Formal,6742,6942,1,850,0,Hyderabad,6942,6092,6742,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL24,On Shop, T-shirt,Semi Formal,13836,14036,1,600,0,Hyderabad,14036,13436,13836,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL24,On Shop, shirt,Formal,14679,14879,1,850,0,Hyderabad,14879,14029,14679,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL24,On Shop, shirt,Formal,8467,8667,1,850,0,Bangalore,8667,7817,8467,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL25,On Shop, Jeans - Levis,Casual Wear,15153,15353,1,1100,0,Bangalore,15353,14253,15153,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL22,On Shop, Shirt - PE,Semi Formal,15754,15954,1,800,0,Bangalore,15954,15154,15754,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL22,On Shop, T-shirt,Semi Formal,11137,11337,1,600,0,Chennai,11337,10737,11137,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL21,On Shop, Shirt - PE,Semi Formal,9170,9370,1,800,0,Hyderabad,9370,8570,9170,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL21,On Shop, Jeans - Lega,Casual Wear,9389,9589,1,1000,0,Bangalore,9589,8589,9389,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL21,On Shop, shirt,Formal,10750,10950,1,850,0,Hyderabad,10950,10100,10750,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL20,On Shop, shirt,Formal,14419,14619,1,850,0,Chennai,14619,13769,14419,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL20,On Shop, Jeans - Zara,Casual Wear,11486,11686,1,900,0,Hyderabad,11686,10786,11486,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL20,On Shop, shirt,Formal,13299,13499,1,850,0,Hyderabad,13499,12649,13299,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN30,On Shop, T-shirt,Semi Formal,16369,16569,1,600,0,Bangalore,16569,15969,16369,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL19,On Shop, Jeans - Levis,Casual Wear,15681,15881,1,1100,0,Bangalore,15881,14781,15681,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL19,On Shop, Shirt - PE,Semi Formal,1161,1361,1,800,0,Chennai,1361,561,1161,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL18,On Shop, T-shirt,Semi Formal,4021,4221,1,600,0,Hyderabad,4221,3621,4021,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL18,On Shop, Jeans - Lega,Casual Wear,11063,11263,1,1000,0,Bangalore,11263,10263,11063,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL17,On Shop, Jeans - Levis,Casual Wear,10141,10341,1,1100,0,Hyderabad,10341,9241,10141,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL22,On Shop, Jeans - Levis,Casual Wear,8283,8483,1,1100,0,Chennai,8483,7383,8283,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL20,On Shop, Jeans - Lega,Casual Wear,18635,18835,1,1000,0,Hyderabad,18835,17835,18635,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL26,On Shop, Jeans - Levis,Casual Wear,16523,16723,1,1100,0,Bangalore,16723,15623,16523,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL316,On Shop, Jeans - Zara,Casual Wear,8547,8747,1,900,0,Bangalore,8747,7847,8547,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN31,On Shop, Shirt - Arrow,Formal,1873,2073,1,1200,0,Chennai,2073,873,1873,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN31,On Shop, Jeans - Zara,Casual Wear,3500,3700,1,900,0,Bangalore,3700,2800,3500,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN32,On Shop, Jeans - Lega,Casual Wear,9299,9499,1,1000,0,Chennai,9499,8499,9299,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN32,On Shop, Shirt - PE,Semi Formal,2544,2744,1,800,0,Hyderabad,2744,1944,2544,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN33,On Shop, Shirt - Arrow,Formal,15658,15858,1,1200,0,Chennai,15858,14658,15658,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN33,On Shop, Shirt - Arrow,Formal,16683,16883,1,1200,0,Chennai,16883,15683,16683,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN35,On Shop, Jeans - Denim,Casual Wear,10803,11003,1,900,0,Hyderabad,11003,10103,10803,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN36,On Shop, Jeans - Lega,Casual Wear,9420,9620,1,1000,0,Hyderabad,9620,8620,9420,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN37,On Shop, Jeans - Lega,Casual Wear,1865,2065,1,1000,0,Bangalore,2065,1065,1865,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN38,On Shop, T-shirt,Semi Formal,11292,11492,1,600,0,Bangalore,11492,10892,11292,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN39,On Shop, shirt,Formal,12370,12570,1,850,0,Bangalore,12570,11720,12370,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN39,On Shop, shirt,Formal,15495,15695,1,850,0,Hyderabad,15695,14845,15495,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN39,On Shop, shirt,Formal,4088,4288,1,850,0,Bangalore,4288,3438,4088,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN40,On Shop, Jeans - Denim,Casual Wear,16706,16906,1,900,0,Hyderabad,16906,16006,16706,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN40,On Shop, Shirt - PE,Semi Formal,9849,10049,1,800,0,Hyderabad,10049,9249,9849,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN41,On Shop, Shirt - PE,Semi Formal,9707,9907,1,800,0,Bangalore,9907,9107,9707,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN42,On Shop, Jeans - Zara,Casual Wear,5223,5423,1,900,0,Hyderabad,5423,4523,5223,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN24,On Shop, T-shirt,Semi Formal,2590,2790,1,600,0,Hyderabad,2790,2190,2590,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN25,On Shop, Jeans - Denim,Casual Wear,3781,3981,3,2700,0,Bangalore,11943,9243,11343,600,False,True,5.219016485455709,1.0,1
2020-03-07,LN26,On Shop, T-shirt,Semi Formal,8487,8687,1,600,0,Hyderabad,8687,8087,8487,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN26,On Shop, Shirt - PE,Semi Formal,8194,8394,1,800,0,Chennai,8394,7594,8194,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL40,On Shop, Jeans - Lega,Casual Wear,905,1105,1,1000,0,Hyderabad,1105,105,905,200,False,True,5.219016485455709,1.0,1
2020-03-07,LN27,On Shop, T-shirt,Semi Formal,17233,17433,1,600,0,Bangalore,17433,16833,17233,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL39,On Shop, Shirt - Arrow,Formal,4232,4432,1,1200,0,Hyderabad,4432,3232,4232,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL37,On Shop, T-shirt,Semi Formal,13511,13711,1,600,0,Chennai,13711,13111,13511,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL26,On Shop, T-shirt,Semi Formal,8782,8982,1,600,0,Hyderabad,8982,8382,8782,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL27,On Shop, T-shirt,Semi Formal,1514,1714,1,600,0,Chennai,1714,1114,1514,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL28,On Shop, T-shirt,Semi Formal,12757,12957,1,600,0,Bangalore,12957,12357,12757,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL28,On Shop, Jeans - Levis,Casual Wear,3539,3739,1,1100,0,Hyderabad,3739,2639,3539,200,False,True,5.219016485455709,1.0,1
2020-03-07,BL28,On Shop, Jeans - Zara,Casual Wear,16909,17109,1,900,0,Bangalore,17109,16209,16909,200,False,True,5.219016485455709,1.0,1
